procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 241348 119432   2336  58116   28    0  1088  1496 1728 3623 87  7  6  0  0
 6  0 241348 119432   2336  58116 5072    0  5124    28 2419 5239 89 11  0  0  0
 4  0 241348 119432   2336  58116   20    0    20     0 1744 3163 89  8  3  0  0
 2  0 241348 119432   2336  58116   76    0    76    20 1771 3659 80  8 12  0  0
 2  0 241348 119432   2336  58116  580 2100  1996  2688 2414 4476 86 13  1  0  0
 2  0 241348 119432   2336  58116  672    0  1368     0 2145 4671 89 11  0  0  0
 6  0 241348 119432   2336  58116 1636    0  1640    28 2315 4652 92  8  0  0  0
 6  0 241348 119432   2336  58116  268    0   328     0 1753 3323 95  5  0  0  0
 6  0 241348 119432   2336  58116  200    0   228     0 1725 3097 93  7  0  0  0
 5  0 241348 119432   2336  58116   36    0    56    20 1636 2641 93  5  2  0  0
 2  0 241348 119432   2336  58116   28    0   216     0 1654 3215 91  6  3  0  0
 2  0 241348 119432   2336  58116  296    0   296     0 2011 4323 83 11  5  1  0
 2  0 241348 119432   2336  58116   36    0    40    28 1901 4024 89  6  5  0  0
 2  0 241348 119432   2336  58116 2496    0  3304     0 2612 5874 78 12 10  0  0
 5  0 241348 119432   2336  58116   48    0    48    20 1922 3489 93  7  0  0  0
 6  0 241348 119432   2336  58116   56    0    56     0 1831 3456 91  7  2  0  0
 6  0 241348 119432   2336  58116   36    0    36     0 1825 3093 89  8  3  0  0
 5  0 241348 119432   2336  58116   44    0    72    12 1809 2531 93  7  0  0  0
 2  0 241348 119432   2336  58116  480 8152  8132 10384 3126 3592 86 14  0  0  0
 2  0 241348 119432   2336  58116  208    0  2796     0 2297 3981 88 12  0  0  0
 2  0 241348 119432   2336  58116  136    0   260     0 2325 4078 93  7  0  0  0
 2  0 241348 119432   2336  58116   96    0  1204     0 2193 3412 90 10  0  0  0
 7  0 241348 119432   2336  58116  672 1720   808  1720 2451 4025 87 13  0  0  0
 5  0 241348 119432   2336  58116 2204    0  2376   236 2304 2717 93  7  0  0  0
 2  0 241348 119432   2336  58116 1028    0  1100     0 2344 3943 90 10  0  0  0
 2  0 241348 119432   2336  58116  364    0   616     0 2469 4593 93  7  0  0  0
 2  0 241348 119432   2336  58116  152    0   276     0 2318 4275 88 12  0  0  0
 6  0 241348 119432   2336  58116 2108 4584  2240  4584 3080 4820 87 13  0  0  0
 9  0 241348 119432   2336  58116  504    0   504    36 1714 1748 95  5  0  0  0
 2  0 241348 119432   2336  58116   76    0    76    20 1991 3129 93  7  0  0  0
 2  0 241348 119432   2336  58116   28 1512  1268  1512 2180 3459 88 12  0  0  0
 2  0 241348 119432   2336  58116   16    0    16     0 1960 3499 89 11  0  0  0
 2  0 241348 119432   2336  58116  276    0   424     0 2123 4169 90 10  0  0  0
 2  0 241348 119432   2336  58116  416    0   416     0 2091 4219 89 11  0  0  0
 2  0 241348 119432   2336  58116  180    0   264    36 1857 3585 89 11  0  0  0
 2  0 241348 119432   2336  58116   16    0    16     0 1806 3397 95  5  0  0  0
 2  0 241348 119432   2336  58116  288    0   288  2496 1773 3483 94  6  0  0  0
 6  0 241348 119432   2336  58116    8    0     8     0 1636 3093 92  8  0  0  0
 5  0 241348 119432   2336  58116   16    0    16     0 1584 2823 94  6  0  0  0
 6  0 241348 119432   2336  58116   52    0    56    52 1649 2899 93  7  0  0  0
 6  0 241348 119432   2336  58116   20    0    20     0 1673 3058 90 10  0  0  0
 5  0 241348 119432   2336  58116   40    0    40     0 1604 2760 96  4  0  0  0
 6  0 241348 119432   2336  58116    8    0     8     0 1568 2812 95  5  0  0  0
 5  0 241348 119432   2336  58116   12    0    12     0 1672 3197 91  9  0  0  0
 2  0 241348 119432   2336  58116    4    0    16    48 1656 3319 94  6  0  0  0
 2  0 241348 119432   2336  58116    0    0     0     0 1644 3076 93  7  0  0  0
 2  0 241348 119432   2336  58116   16    0    16     0 1828 3619 91  9  0  0  0
 2  0 241348 119432   2336  58116   12    0    16     0 1818 3460 92  8  0  0  0
 2  0 241348 119432   2336  58116   92    0   136     0 1826 3458 94  6  0  0  0
 2  0 241348 119432   2336  58116   24    0    24    44 1707 3257 91  9  0  0  0
 2  0 241348 119432   2336  58116  192    0   192     0 1870 3469 90 10  0  0  0
 2  0 241348 119432   2336  58116  212 2160   228  4128 1979 3357 93  7  0  0  0
 3  0 241348 119432   2336  58116   80   44   512    44 1790 3238 91  9  0  0  0
 6  0 241348 119432   2336  58116   20 3680    68  3680 1970 3139 90 10  0  0  0
 6  0 241348 119432   2336  58116   56    0   632    28 1660 2963 95  5  0  0  0
 5  0 241348 119432   2336  58116   72    0   188     0 1528 2504 94  6  0  0  0
 6  0 241348 119432   2336  58116    0    0   112    24 1649 3039 94  6  0  0  0
 6  0 241348 119432   2336  58116   40    0   188     0 1515 2822 94  6  0  0  0
 2  0 241348 119432   2336  58116   28    0    28     0 1675 2795 95  5  0  0  0
 2  0 241348 119432   2336  58116   12    0    12     8 1698 3334 89 11  0  0  0
 2  0 241348 119432   2336  58116   56    0    72    20 1745 3407 93  7  0  0  0
 2  0 241348 119432   2336  58116   92    0    92    24 1719 3369 92  8  0  0  0
 2  0 241348 119432   2336  58116   24    0    96     0 1777 3242 95  5  0  0  0
 2  0 241348 119432   2336  58116   24    0    92     0 1762 3286 93  7  0  0  0
 2  0 241348 119432   2336  58116   32    0    32     0 1774 3136 93  7  0  0  0
 2  0 241348 119432   2336  58116   32    0   128    20 1779 2980 92  8  0  0  0
 2  0 241348 119432   2336  58116  104    0   104    20 1679 3171 91  9  0  0  0
 2  0 241348 119432   2336  58116  208    0   208  2188 1817 3357 90 10  0  0  0
 2  0 241348 119432   2336  58116   48    0    88     0 1646 3399 94  6  0  0  0
 2  0 241348 119432   2336  58116  116    0   216     0 1809 3704 90  9  0  1  0
 2  0 241348 119432   2336  58116   44    0   928    28 1738 3425 93  7  0  0  0
 5  0 241348 119432   2336  58116   40    0    40    20 1682 3515 90 10  0  0  0
 6  0 241348 119432   2336  58116    8    0     8     0 1559 3021 92  8  0  0  0
 7  0 241348 119432   2336  58116   24   32    24    32 1635 3274 92  8  0  0  0
 6  0 241348 119432   2336  58116   12 1356    12  1356 1664 2708 93  7  0  0  0
 6  0 241348 119432   2336  58116    4    0     4    28 1622 3029 90  9  1  0  0
 6  0 241348 119432   2336  58116  128    0   144    20 1635 3055 91  9  0  0  0
10  0 241348 119432   2336  58116  224    0   224     0 1603 2653 94  6  0  0  0
 2  0 241348 119432   2336  58116  444    0   696     0 1964 3976 93  7  0  0  0
 2  0 241348 119432   2336  58116  912    0   912     0 1987 4114 91  9  0  0  0
 2  0 241348 119432   2336  58116  164    0   164     0 1875 3716 90 10  0  0  0
 2  0 241348 119432   2336  58116   16    0   236    12 1857 3566 91  9  0  0  0
 2  0 241348 119432   2336  58116    8    0     8  2032 1821 3357 91  9  0  0  0
 2  0 241348 119432   2336  58116    4    0     4     0 1693 3010 93  7  0  0  0
 2  0 241348 119432   2336  58116  100  672   100   672 1927 4135 85 11  4  0  0
 9  0 241348 119432   2336  58116  392    0   448     0 1725 3009 89  6  5  0  0
 2  0 241348 119432   2336  58116 8652 4296  8908  4324 3376 6273 78 18  0  4  0
 2  0 241348 119432   2336  58116 1936 5384  2032  5976 2378 3900 70 15 15  0  0
 2  0 241348 119432   2336  58116   20    0   332     0 1266 2193 64  5 31  0  0
 1  0 241348 119432   2336  58116 4068    0  4400     0 2688 6638 55 13 32  0  0
 2  0 241348 119432   2336  58116   12    0    80     0 1164 1632 77  7 16  0  0
 5  0 241348 119432   2336  58116 2600    0  3140    28 2693 6569 75 14 10  2  0
 6  0 241348 119432   2336  58116  372    0   412     0 1462 2386 88  7  5  0  0
 1  0 241348 119432   2336  58116   96    0    96    20 1487 3886 34 12 54  0  0
10  0 241348 119432   2336  58116  252    0   252     0 1020 1413 79  4 17  0  0
MEDIA
NR:  202 CPU:  87.625
